Race,Sex,Ethnicity,County,Count,Age,Year
AIAN,Male,Hispanic,155,1,6,2024
AIAN,Female,Hispanic,155,1,6,2024
TOM,Female,Hispanic,155,1,6,2024
White,Male,Not Hispanic,155,144,7,2024
White,Female,Not Hispanic,155,128,7,2024
Black,Male,Not Hispanic,155,1,7,2024
Black,Female,Not Hispanic,155,1,7,2024
AIAN,Female,Not Hispanic,155,1,7,2024
Asian,Female,Not Hispanic,155,3,7,2024
TOM,Male,Not Hispanic,155,6,7,2024
TOM,Female,Not Hispanic,155,2,7,2024
White,Male,Hispanic,155,13,7,2024
White,Female,Hispanic,155,17,7,2024
AIAN,Male,Hispanic,155,3,7,2024
AIAN,Female,Hispanic,155,1,7,2024
TOM,Female,Hispanic,155,1,7,2024
White,Male,Not Hispanic,155,150,8,2024
White,Female,Not Hispanic,155,142,8,2024
Black,Male,Not Hispanic,155,2,8,2024
Black,Female,Not Hispanic,155,6,8,2024
Asian,Male,Not Hispanic,155,1,8,2024
NHOPI,Female,Not Hispanic,155,1,8,2024
TOM,Female,Not Hispanic,155,1,8,2024
White,Male,Hispanic,155,14,8,2024
White,Female,Hispanic,155,10,8,2024
White,Male,Not Hispanic,155,158,9,2024
White,Female,Not Hispanic,155,148,9,2024
Black,Female,Not Hispanic,155,1,9,2024
Asian,Male,Not Hispanic,155,2,9,2024
Asian,Female,Not Hispanic,155,1,9,2024
TOM,Female,Not Hispanic,155,1,9,2024
White,Male,Hispanic,155,9,9,2024
White,Female,Hispanic,155,13,9,2024
TOM,Male,Hispanic,155,2,9,2024
White,Male,Not Hispanic,155,146,10,2024
White,Female,Not Hispanic,155,137,10,2024
Black,Male,Not Hispanic,155,4,10,2024
TOM,Male,Not Hispanic,155,1,10,2024
TOM,Female,Not Hispanic,155,1,10,2024
White,Male,Hispanic,155,25,10,2024
White,Female,Hispanic,155,12,10,2024
AIAN,Female,Hispanic,155,2,10,2024
TOM,Female,Hispanic,155,2,10,2024
White,Male,Not Hispanic,155,151,11,2024
White,Female,Not Hispanic,155,137,11,2024
Black,Male,Not Hispanic,155,1,11,2024
AIAN,Male,Not Hispanic,155,1,11,2024
AIAN,Female,Not Hispanic,155,1,11,2024
Asian,Male,Not Hispanic,155,1,11,2024
Asian,Female,Not Hispanic,155,5,11,2024
TOM,Male,Not Hispanic,155,2,11,2024
TOM,Female,Not Hispanic,155,2,11,2024
White,Male,Hispanic,155,6,11,2024
White,Female,Hispanic,155,10,11,2024
Black,Female,Hispanic,155,1,11,2024
White,Male,Not Hispanic,155,176,12,2024
White,Female,Not Hispanic,155,174,12,2024
Asian,Female,Not Hispanic,155,2,12,2024
White,Male,Hispanic,155,5,12,2024
White,Female,Hispanic,155,5,12,2024
AIAN,Male,Hispanic,155,2,12,2024
White,Male,Not Hispanic,155,222,13,2024
White,Female,Not Hispanic,155,216,13,2024
Black,Male,Not Hispanic,155,2,13,2024
Black,Female,Not Hispanic,155,1,13,2024
AIAN,Female,Not Hispanic,155,1,13,2024
Asian,Male,Not Hispanic,155,2,13,2024
TOM,Female,Not Hispanic,155,2,13,2024
White,Male,Hispanic,155,5,13,2024
White,Female,Hispanic,155,7,13,2024
White,Male,Not Hispanic,155,225,14,2024
White,Female,Not Hispanic,155,210,14,2024
Black,Male,Not Hispanic,155,2,14,2024
TOM,Male,Not Hispanic,155,1,14,2024
TOM,Female,Not Hispanic,155,3,14,2024
White,Male,Hispanic,155,10,14,2024
White,Female,Hispanic,155,4,14,2024
AIAN,Male,Hispanic,155,1,14,2024
AIAN,Female,Hispanic,155,1,14,2024
Asian,Male,Hispanic,155,1,14,2024
White,Male,Not Hispanic,155,217,15,2024
White,Female,Not Hispanic,155,177,15,2024
Black,Male,Not Hispanic,155,1,15,2024
Asian,Female,Not Hispanic,155,1,15,2024
TOM,Male,Not Hispanic,155,1,15,2024
White,Male,Hispanic,155,4,15,2024
White,Female,Hispanic,155,6,15,2024
White,Male,Not Hispanic,155,131,16,2024
White,Female,Not Hispanic,155,144,16,2024
AIAN,Female,Not Hispanic,155,1,16,2024
TOM,Male,Not Hispanic,155,1,16,2024
White,Male,Hispanic,155,4,16,2024
White,Female,Hispanic,155,3,16,2024
White,Male,Not Hispanic,155,90,17,2024
White,Female,Not Hispanic,155,90,17,2024
Black,Male,Not Hispanic,155,1,17,2024
Asian,Male,Not Hispanic,155,1,17,2024
Asian,Female,Not Hispanic,155,2,17,2024
White,Male,Hispanic,155,3,17,2024
White,Female,Hispanic,155,1,17,2024
White,Male,Not Hispanic,155,55,18,2024
White,Female,Not Hispanic,155,89,18,2024
TOM,Female,Not Hispanic,155,1,18,2024
White,Male,Hispanic,155,1,18,2024
White,Female,Hispanic,155,3,18,2024
White,Male,Not Hispanic,157,603,1,2024
White,Female,Not Hispanic,157,562,1,2024
Black,Male,Not Hispanic,157,27,1,2024
Black,Female,Not Hispanic,157,27,1,2024
Asian,Male,Not Hispanic,157,61,1,2024
Asian,Female,Not Hispanic,157,28,1,2024
TOM,Male,Not Hispanic,157,36,1,2024
TOM,Female,Not Hispanic,157,31,1,2024
White,Male,Hispanic,157,51,1,2024
White,Female,Hispanic,157,64,1,2024
AIAN,Male,Hispanic,157,8,1,2024
AIAN,Female,Hispanic,157,1,1,2024
NHOPI,Male,Hispanic,157,2,1,2024
NHOPI,Female,Hispanic,157,1,1,2024
TOM,Male,Hispanic,157,2,1,2024
TOM,Female,Hispanic,157,1,1,2024
White,Male,Not Hispanic,157,692,2,2024
White,Female,Not Hispanic,157,722,2,2024
Black,Male,Not Hispanic,157,40,2,2024
Black,Female,Not Hispanic,157,26,2,2024
AIAN,Male,Not Hispanic,157,1,2,2024
AIAN,Female,Not Hispanic,157,3,2,2024
Asian,Male,Not Hispanic,157,2,2,2024
Asian,Female,Not Hispanic,157,41,2,2024
NHOPI,Male,Not Hispanic,157,1,2,2024
TOM,Male,Not Hispanic,157,24,2,2024
TOM,Female,Not Hispanic,157,26,2,2024
White,Male,Hispanic,157,61,2,2024
White,Female,Hispanic,157,48,2,2024
Black,Female,Hispanic,157,2,2,2024
AIAN,Male,Hispanic,157,5,2,2024
AIAN,Female,Hispanic,157,1,2,2024
Asian,Male,Hispanic,157,3,2,2024
Asian,Female,Hispanic,157,2,2,2024
TOM,Male,Hispanic,157,1,2,2024
TOM,Female,Hispanic,157,3,2,2024
White,Male,Not Hispanic,157,746,3,2024
White,Female,Not Hispanic,157,695,3,2024
Black,Male,Not Hispanic,157,36,3,2024
Black,Female,Not Hispanic,157,37,3,2024
AIAN,Male,Not Hispanic,157,3,3,2024
AIAN,Female,Not Hispanic,157,3,3,2024
Asian,Male,Not Hispanic,157,5,3,2024
Asian,Female,Not Hispanic,157,2,3,2024
TOM,Male,Not Hispanic,157,29,3,2024
TOM,Female,Not Hispanic,157,32,3,2024
White,Male,Hispanic,157,44,3,2024
White,Female,Hispanic,157,30,3,2024
Black,Male,Hispanic,157,3,3,2024
Black,Female,Hispanic,157,2,3,2024
AIAN,Male,Hispanic,157,1,3,2024
AIAN,Female,Hispanic,157,7,3,2024
Asian,Male,Hispanic,157,1,3,2024
Asian,Female,Hispanic,157,1,3,2024
TOM,Male,Hispanic,157,3,3,2024
White,Male,Not Hispanic,157,737,4,2024
White,Female,Not Hispanic,157,652,4,2024
Black,Male,Not Hispanic,157,61,4,2024
Black,Female,Not Hispanic,157,25,4,2024
AIAN,Male,Not Hispanic,157,1,4,2024
AIAN,Female,Not Hispanic,157,1,4,2024
Asian,Male,Not Hispanic,157,6,4,2024
Asian,Female,Not Hispanic,157,4,4,2024
NHOPI,Female,Not Hispanic,157,1,4,2024
TOM,Male,Not Hispanic,157,18,4,2024
TOM,Female,Not Hispanic,157,23,4,2024
White,Male,Hispanic,157,53,4,2024
White,Female,Hispanic,157,44,4,2024
Black,Male,Hispanic,157,2,4,2024
AIAN,Male,Hispanic,157,5,4,2024
AIAN,Female,Hispanic,157,4,4,2024
NHOPI,Male,Hispanic,157,2,4,2024
TOM,Male,Hispanic,157,2,4,2024
TOM,Female,Hispanic,157,3,4,2024
White,Male,Not Hispanic,157,755,5,2024
White,Female,Not Hispanic,157,603,5,2024
Black,Male,Not Hispanic,157,170,5,2024
Black,Female,Not Hispanic,157,35,5,2024
AIAN,Male,Not Hispanic,157,1,5,2024
AIAN,Female,Not Hispanic,157,1,5,2024
Asian,Male,Not Hispanic,157,8,5,2024
Asian,Female,Not Hispanic,157,2,5,2024
NHOPI,Male,Not Hispanic,157,1,5,2024
TOM,Male,Not Hispanic,157,17,5,2024
TOM,Female,Not Hispanic,157,14,5,2024
White,Male,Hispanic,157,55,5,2024
White,Female,Hispanic,157,17,5,2024
Black,Male,Hispanic,157,4,5,2024
AIAN,Male,Hispanic,157,21,5,2024
AIAN,Female,Hispanic,157,2,5,2024
Asian,Male,Hispanic,157,1,5,2024
NHOPI,Male,Hispanic,157,3,5,2024
TOM,Male,Hispanic,157,4,5,2024
TOM,Female,Hispanic,157,1,5,2024
White,Male,Not Hispanic,157,713,6,2024
White,Female,Not Hispanic,157,577,6,2024
Black,Male,Not Hispanic,157,306,6,2024
Black,Female,Not Hispanic,157,42,6,2024
AIAN,Male,Not Hispanic,157,2,6,2024
AIAN,Female,Not Hispanic,157,2,6,2024
Asian,Male,Not Hispanic,157,3,6,2024
Asian,Female,Not Hispanic,157,5,6,2024
NHOPI,Male,Not Hispanic,157,2,6,2024
TOM,Male,Not Hispanic,157,12,6,2024
TOM,Female,Not Hispanic,157,10,6,2024
White,Male,Hispanic,157,73,6,2024
White,Female,Hispanic,157,19,6,2024
Black,Male,Hispanic,157,11,6,2024
Black,Female,Hispanic,157,1,6,2024
AIAN,Male,Hispanic,157,5,6,2024
AIAN,Female,Hispanic,157,16,6,2024
Asian,Male,Hispanic,157,3,6,2024
NHOPI,Male,Hispanic,157,1,6,2024
NHOPI,Female,Hispanic,157,1,6,2024
TOM,Male,Hispanic,157,9,6,2024
TOM,Female,Hispanic,157,4,6,2024
White,Male,Not Hispanic,157,668,7,2024
White,Female,Not Hispanic,157,682,7,2024
Black,Male,Not Hispanic,157,301,7,2024
Black,Female,Not Hispanic,157,33,7,2024
AIAN,Male,Not Hispanic,157,3,7,2024
AIAN,Female,Not Hispanic,157,4,7,2024
Asian,Male,Not Hispanic,157,13,7,2024
Asian,Female,Not Hispanic,157,29,7,2024
TOM,Male,Not Hispanic,157,17,7,2024
TOM,Female,Not Hispanic,157,15,7,2024
White,Male,Hispanic,157,73,7,2024
White,Female,Hispanic,157,19,7,2024
Black,Male,Hispanic,157,4,7,2024
AIAN,Male,Hispanic,157,4,7,2024
AIAN,Female,Hispanic,157,1,7,2024
NHOPI,Male,Hispanic,157,2,7,2024
TOM,Male,Hispanic,157,1,7,2024
TOM,Female,Hispanic,157,3,7,2024
White,Male,Not Hispanic,157,723,8,2024
White,Female,Not Hispanic,157,684,8,2024
Black,Male,Not Hispanic,157,288,8,2024
Black,Female,Not Hispanic,157,33,8,2024
AIAN,Male,Not Hispanic,157,1,8,2024
AIAN,Female,Not Hispanic,157,1,8,2024
Asian,Male,Not Hispanic,157,33,8,2024
Asian,Female,Not Hispanic,157,4,8,2024
NHOPI,Male,Not Hispanic,157,1,8,2024
TOM,Male,Not Hispanic,157,9,8,2024
TOM,Female,Not Hispanic,157,8,8,2024
White,Male,Hispanic,157,59,8,2024
White,Female,Hispanic,157,17,8,2024
Black,Male,Hispanic,157,5,8,2024
AIAN,Male,Hispanic,157,1,8,2024
NHOPI,Female,Hispanic,157,1,8,2024
TOM,Male,Hispanic,157,3,8,2024
TOM,Female,Hispanic,157,1,8,2024
White,Male,Not Hispanic,157,806,9,2024
White,Female,Not Hispanic,157,763,9,2024
Black,Male,Not Hispanic,157,209,9,2024
Black,Female,Not Hispanic,157,27,9,2024
AIAN,Male,Not Hispanic,157,5,9,2024
AIAN,Female,Not Hispanic,157,3,9,2024
Asian,Male,Not Hispanic,157,2,9,2024
Asian,Female,Not Hispanic,157,5,9,2024
TOM,Male,Not Hispanic,157,5,9,2024
TOM,Female,Not Hispanic,157,4,9,2024
White,Male,Hispanic,157,46,9,2024
White,Female,Hispanic,157,24,9,2024
Black,Male,Hispanic,157,7,9,2024
Black,Female,Hispanic,157,1,9,2024
AIAN,Male,Hispanic,157,6,9,2024
AIAN,Female,Hispanic,157,2,9,2024
TOM,Male,Hispanic,157,4,9,2024
TOM,Female,Hispanic,157,1,9,2024
White,Male,Not Hispanic,157,785,10,2024
White,Female,Not Hispanic,157,702,10,2024
Black,Male,Not Hispanic,157,171,10,2024
Black,Female,Not Hispanic,157,23,10,2024
AIAN,Female,Not Hispanic,157,2,10,2024
Asian,Male,Not Hispanic,157,4,10,2024
Asian,Female,Not Hispanic,157,6,10,2024
TOM,Male,Not Hispanic,157,9,10,2024
TOM,Female,Not Hispanic,157,8,10,2024
White,Male,Hispanic,157,33,10,2024
White,Female,Hispanic,157,12,10,2024
Black,Male,Hispanic,157,3,10,2024
Black,Female,Hispanic,157,2,10,2024
AIAN,Male,Hispanic,157,5,10,2024
AIAN,Female,Hispanic,157,5,10,2024
TOM,Male,Hispanic,157,5,10,2024
TOM,Female,Hispanic,157,1,10,2024
White,Male,Not Hispanic,157,814,11,2024
White,Female,Not Hispanic,157,753,11,2024
Black,Male,Not Hispanic,157,137,11,2024
Black,Female,Not Hispanic,157,29,11,2024
AIAN,Male,Not Hispanic,157,2,11,2024
AIAN,Female,Not Hispanic,157,2,11,2024
Asian,Male,Not Hispanic,157,6,11,2024
Asian,Female,Not Hispanic,157,8,11,2024
TOM,Male,Not Hispanic,157,4,11,2024
TOM,Female,Not Hispanic,157,5,11,2024
White,Male,Hispanic,157,28,11,2024
White,Female,Hispanic,157,7,11,2024
Black,Male,Hispanic,157,3,11,2024
AIAN,Male,Hispanic,157,1,11,2024
AIAN,Female,Hispanic,157,1,11,2024
Asian,Male,Hispanic,157,1,11,2024
TOM,Female,Hispanic,157,1,11,2024
White,Male,Not Hispanic,157,875,12,2024
White,Female,Not Hispanic,157,800,12,2024
Black,Male,Not Hispanic,157,101,12,2024
Black,Female,Not Hispanic,157,21,12,2024
AIAN,Male,Not Hispanic,157,2,12,2024
AIAN,Female,Not Hispanic,157,1,12,2024
Asian,Male,Not Hispanic,157,4,12,2024
Asian,Female,Not Hispanic,157,4,12,2024
TOM,Male,Not Hispanic,157,6,12,2024
TOM,Female,Not Hispanic,157,3,12,2024
White,Male,Hispanic,157,23,12,2024
White,Female,Hispanic,157,12,12,2024
AIAN,Male,Hispanic,157,1,12,2024
TOM,Male,Hispanic,157,5,12,2024
White,Male,Not Hispanic,157,1070,13,2024
White,Female,Not Hispanic,157,980,13,2024
Black,Male,Not Hispanic,157,55,13,2024
Black,Female,Not Hispanic,157,13,13,2024
AIAN,Male,Not Hispanic,157,2,13,2024
AIAN,Female,Not Hispanic,157,4,13,2024
Asian,Male,Not Hispanic,157,3,13,2024
Asian,Female,Not Hispanic,157,7,13,2024
NHOPI,Male,Not Hispanic,157,1,13,2024
NHOPI,Female,Not Hispanic,157,2,13,2024
TOM,Male,Not Hispanic,157,6,13,2024
TOM,Female,Not Hispanic,157,5,13,2024
White,Male,Hispanic,157,17,13,2024
White,Female,Hispanic,157,5,13,2024
AIAN,Female,Hispanic,157,1,13,2024
NHOPI,Male,Hispanic,157,1,13,2024
TOM,Male,Hispanic,157,2,13,2024
TOM,Female,Hispanic,157,1,13,2024
White,Male,Not Hispanic,157,944,14,2024
White,Female,Not Hispanic,157,956,14,2024
Black,Male,Not Hispanic,157,23,14,2024
Black,Female,Not Hispanic,157,17,14,2024
AIAN,Male,Not Hispanic,157,5,14,2024
AIAN,Female,Not Hispanic,157,5,14,2024
Asian,Male,Not Hispanic,157,1,14,2024
Asian,Female,Not Hispanic,157,5,14,2024
NHOPI,Male,Not Hispanic,157,1,14,2024
TOM,Male,Not Hispanic,157,5,14,2024
TOM,Female,Not Hispanic,157,5,14,2024
White,Male,Hispanic,157,14,14,2024
White,Female,Hispanic,157,6,14,2024
Black,Male,Hispanic,157,1,14,2024
AIAN,Male,Hispanic,157,2,14,2024
TOM,Female,Hispanic,157,1,14,2024
White,Male,Not Hispanic,157,765,15,2024
White,Female,Not Hispanic,157,824,15,2024
Black,Male,Not Hispanic,157,20,15,2024
Black,Female,Not Hispanic,157,11,15,2024
AIAN,Male,Not Hispanic,157,1,15,2024
AIAN,Female,Not Hispanic,157,4,15,2024
Asian,Male,Not Hispanic,157,2,15,2024
Asian,Female,Not Hispanic,157,4,15,2024
TOM,Male,Not Hispanic,157,7,15,2024
TOM,Female,Not Hispanic,157,5,15,2024
White,Male,Hispanic,157,5,15,2024
White,Female,Hispanic,157,4,15,2024
Black,Female,Hispanic,157,1,15,2024
White,Male,Not Hispanic,157,499,16,2024
White,Female,Not Hispanic,157,657,16,2024
Black,Male,Not Hispanic,157,8,16,2024
Black,Female,Not Hispanic,157,16,16,2024
AIAN,Male,Not Hispanic,157,2,16,2024
Asian,Male,Not Hispanic,157,2,16,2024
Asian,Female,Not Hispanic,157,7,16,2024
TOM,Male,Not Hispanic,157,3,16,2024
TOM,Female,Not Hispanic,157,5,16,2024
White,Male,Hispanic,157,4,16,2024
White,Female,Hispanic,157,2,16,2024
AIAN,Male,Hispanic,157,1,16,2024
TOM,Male,Hispanic,157,1,16,2024
TOM,Female,Hispanic,157,1,16,2024
White,Male,Not Hispanic,157,265,17,2024
White,Female,Not Hispanic,157,484,17,2024
Black,Male,Not Hispanic,157,11,17,2024
Black,Female,Not Hispanic,157,10,17,2024
Asian,Male,Not Hispanic,157,2,17,2024
Asian,Female,Not Hispanic,157,5,17,2024
TOM,Male,Not Hispanic,157,2,17,2024
TOM,Female,Not Hispanic,157,1,17,2024
White,Male,Hispanic,157,7,17,2024
White,Female,Hispanic,157,3,17,2024
White,Male,Not Hispanic,157,290,18,2024
White,Female,Not Hispanic,157,606,18,2024
Black,Male,Not Hispanic,157,5,18,2024
Black,Female,Not Hispanic,157,5,18,2024
AIAN,Female,Not Hispanic,157,3,18,2024
Asian,Female,Not Hispanic,157,1,18,2024
TOM,Male,Not Hispanic,157,3,18,2024
TOM,Female,Not Hispanic,157,1,18,2024
White,Male,Hispanic,157,3,18,2024
White,Female,Hispanic,157,4,18,2024
White,Male,Not Hispanic,159,375,1,2024
White,Female,Not Hispanic,159,357,1,2024
Black,Male,Not Hispanic,159,2,1,2024
Black,Female,Not Hispanic,159,3,1,2024
AIAN,Female,Not Hispanic,159,3,1,2024
Asian,Male,Not Hispanic,159,1,1,2024
Asian,Female,Not Hispanic,159,4,1,2024
TOM,Male,Not Hispanic,159,18,1,2024
TOM,Female,Not Hispanic,159,6,1,2024
White,Male,Hispanic,159,11,1,2024
White,Female,Hispanic,159,11,1,2024
White,Male,Not Hispanic,159,444,2,2024
White,Female,Not Hispanic,159,452,2,2024
Black,Male,Not Hispanic,159,6,2,2024
Black,Female,Not Hispanic,159,8,2,2024
AIAN,Female,Not Hispanic,159,1,2,2024
Asian,Male,Not Hispanic,159,2,2,2024
Asian,Female,Not Hispanic,159,2,2,2024
NHOPI,Female,Not Hispanic,159,1,2,2024
TOM,Male,Not Hispanic,159,12,2,2024
TOM,Female,Not Hispanic,159,30,2,2024
White,Male,Hispanic,159,18,2,2024
White,Female,Hispanic,159,17,2,2024
White,Male,Not Hispanic,159,473,3,2024
White,Female,Not Hispanic,159,440,3,2024
Black,Male,Not Hispanic,159,8,3,2024
Black,Female,Not Hispanic,159,5,3,2024
AIAN,Male,Not Hispanic,159,3,3,2024
AIAN,Female,Not Hispanic,159,1,3,2024
Asian,Male,Not Hispanic,159,4,3,2024
NHOPI,Female,Not Hispanic,159,2,3,2024
TOM,Male,Not Hispanic,159,11,3,2024
TOM,Female,Not Hispanic,159,14,3,2024
White,Male,Hispanic,159,15,3,2024
White,Female,Hispanic,159,9,3,2024
Black,Male,Hispanic,159,2,3,2024
Black,Female,Hispanic,159,1,3,2024
AIAN,Female,Hispanic,159,1,3,2024
NHOPI,Female,Hispanic,159,1,3,2024
TOM,Male,Hispanic,159,1,3,2024
TOM,Female,Hispanic,159,1,3,2024
White,Male,Not Hispanic,159,446,4,2024
White,Female,Not Hispanic,159,385,4,2024
Black,Male,Not Hispanic,159,9,4,2024
Black,Female,Not Hispanic,159,4,4,2024
AIAN,Female,Not Hispanic,159,2,4,2024
Asian,Male,Not Hispanic,159,2,4,2024
Asian,Female,Not Hispanic,159,3,4,2024
TOM,Male,Not Hispanic,159,9,4,2024
TOM,Female,Not Hispanic,159,16,4,2024
White,Male,Hispanic,159,17,4,2024
White,Female,Hispanic,159,11,4,2024
AIAN,Male,Hispanic,159,1,4,2024
TOM,Female,Hispanic,159,3,4,2024
White,Male,Not Hispanic,159,397,5,2024
White,Female,Not Hispanic,159,355,5,2024
Black,Male,Not Hispanic,159,12,5,2024
Black,Female,Not Hispanic,159,5,5,2024
AIAN,Male,Not Hispanic,159,2,5,2024
Asian,Male,Not Hispanic,159,4,5,2024
Asian,Female,Not Hispanic,159,2,5,2024
TOM,Male,Not Hispanic,159,10,5,2024
TOM,Female,Not Hispanic,159,8,5,2024
White,Male,Hispanic,159,16,5,2024
White,Female,Hispanic,159,12,5,2024
TOM,Male,Hispanic,159,1,5,2024
TOM,Female,Hispanic,159,1,5,2024
White,Male,Not Hispanic,159,371,6,2024
White,Female,Not Hispanic,159,352,6,2024
Black,Male,Not Hispanic,159,8,6,2024
Black,Female,Not Hispanic,159,9,6,2024
AIAN,Male,Not Hispanic,159,2,6,2024
AIAN,Female,Not Hispanic,159,2,6,2024
Asian,Male,Not Hispanic,159,2,6,2024
Asian,Female,Not Hispanic,159,1,6,2024
TOM,Male,Not Hispanic,159,7,6,2024
TOM,Female,Not Hispanic,159,4,6,2024
White,Male,Hispanic,159,6,6,2024
White,Female,Hispanic,159,5,6,2024
TOM,Male,Hispanic,159,2,6,2024
TOM,Female,Hispanic,159,1,6,2024
White,Male,Not Hispanic,159,447,7,2024
White,Female,Not Hispanic,159,443,7,2024
Black,Male,Not Hispanic,159,5,7,2024
Black,Female,Not Hispanic,159,5,7,2024
AIAN,Male,Not Hispanic,159,2,7,2024
AIAN,Female,Not Hispanic,159,3,7,2024
Asian,Male,Not Hispanic,159,8,7,2024
Asian,Female,Not Hispanic,159,10,7,2024
TOM,Male,Not Hispanic,159,3,7,2024
TOM,Female,Not Hispanic,159,4,7,2024
White,Male,Hispanic,159,4,7,2024
White,Female,Hispanic,159,11,7,2024
AIAN,Male,Hispanic,159,1,7,2024
Asian,Female,Hispanic,159,1,7,2024
TOM,Male,Hispanic,159,1,7,2024
White,Male,Not Hispanic,159,460,8,2024
White,Female,Not Hispanic,159,430,8,2024
Black,Male,Not Hispanic,159,9,8,2024
Black,Female,Not Hispanic,159,10,8,2024
AIAN,Male,Not Hispanic,159,1,8,2024
AIAN,Female,Not Hispanic,159,2,8,2024
Asian,Male,Not Hispanic,159,7,8,2024
Asian,Female,Not Hispanic,159,7,8,2024
NHOPI,Female,Not Hispanic,159,1,8,2024
TOM,Male,Not Hispanic,159,3,8,2024
TOM,Female,Not Hispanic,159,3,8,2024
White,Male,Hispanic,159,8,8,2024
White,Female,Hispanic,159,14,8,2024
Black,Male,Hispanic,159,2,8,2024
AIAN,Female,Hispanic,159,3,8,2024
TOM,Male,Hispanic,159,1,8,2024
TOM,Female,Hispanic,159,1,8,2024
White,Male,Not Hispanic,159,419,9,2024
White,Female,Not Hispanic,159,448,9,2024
Black,Male,Not Hispanic,159,9,9,2024
Black,Female,Not Hispanic,159,7,9,2024
AIAN,Female,Not Hispanic,159,3,9,2024
Asian,Male,Not Hispanic,159,4,9,2024
Asian,Female,Not Hispanic,159,5,9,2024
NHOPI,Male,Not Hispanic,159,1,9,2024
TOM,Male,Not Hispanic,159,4,9,2024
TOM,Female,Not Hispanic,159,4,9,2024
White,Male,Hispanic,159,20,9,2024
White,Female,Hispanic,159,14,9,2024
Black,Female,Hispanic,159,1,9,2024
TOM,Male,Hispanic,159,1,9,2024
White,Male,Not Hispanic,159,454,10,2024
White,Female,Not Hispanic,159,406,10,2024
Black,Male,Not Hispanic,159,8,10,2024
Asian,Male,Not Hispanic,159,2,10,2024
Asian,Female,Not Hispanic,159,2,10,2024
TOM,Male,Not Hispanic,159,3,10,2024
TOM,Female,Not Hispanic,159,5,10,2024
White,Male,Hispanic,159,19,10,2024
White,Female,Hispanic,159,7,10,2024
White,Male,Not Hispanic,159,435,11,2024
White,Female,Not Hispanic,159,439,11,2024
Black,Male,Not Hispanic,159,2,11,2024
AIAN,Male,Not Hispanic,159,3,11,2024
Asian,Male,Not Hispanic,159,3,11,2024
Asian,Female,Not Hispanic,159,10,11,2024
TOM,Male,Not Hispanic,159,1,11,2024
TOM,Female,Not Hispanic,159,3,11,2024
White,Male,Hispanic,159,5,11,2024
White,Female,Hispanic,159,14,11,2024
Black,Male,Hispanic,159,2,11,2024
TOM,Female,Hispanic,159,1,11,2024
White,Male,Not Hispanic,159,433,12,2024
White,Female,Not Hispanic,159,460,12,2024
Black,Male,Not Hispanic,159,3,12,2024
AIAN,Female,Not Hispanic,159,1,12,2024
Asian,Male,Not Hispanic,159,3,12,2024
Asian,Female,Not Hispanic,159,5,12,2024
TOM,Male,Not Hispanic,159,3,12,2024
TOM,Female,Not Hispanic,159,1,12,2024
White,Male,Hispanic,159,5,12,2024
White,Female,Hispanic,159,4,12,2024
Black,Female,Hispanic,159,1,12,2024
White,Male,Not Hispanic,159,543,13,2024
White,Female,Not Hispanic,159,565,13,2024
Black,Male,Not Hispanic,159,3,13,2024
Black,Female,Not Hispanic,159,6,13,2024
AIAN,Male,Not Hispanic,159,1,13,2024
AIAN,Female,Not Hispanic,159,1,13,2024
Asian,Male,Not Hispanic,159,3,13,2024
Asian,Female,Not Hispanic,159,3,13,2024
TOM,Male,Not Hispanic,159,2,13,2024
TOM,Female,Not Hispanic,159,2,13,2024
White,Male,Hispanic,159,4,13,2024
White,Female,Hispanic,159,6,13,2024
White,Male,Not Hispanic,159,468,14,2024
White,Female,Not Hispanic,159,527,14,2024
Black,Male,Not Hispanic,159,7,14,2024
Black,Female,Not Hispanic,159,2,14,2024
AIAN,Male,Not Hispanic,159,1,14,2024
AIAN,Female,Not Hispanic,159,2,14,2024
Asian,Male,Not Hispanic,159,2,14,2024
Asian,Female,Not Hispanic,159,4,14,2024
TOM,Male,Not Hispanic,159,10,14,2024
TOM,Female,Not Hispanic,159,6,14,2024
White,Male,Hispanic,159,2,14,2024
White,Female,Hispanic,159,2,14,2024
AIAN,Male,Hispanic,159,1,14,2024
AIAN,Female,Hispanic,159,1,14,2024
TOM,Male,Hispanic,159,1,14,2024
White,Male,Not Hispanic,159,401,15,2024
White,Female,Not Hispanic,159,408,15,2024
Black,Male,Not Hispanic,159,4,15,2024
Black,Female,Not Hispanic,159,1,15,2024
AIAN,Male,Not Hispanic,159,1,15,2024
AIAN,Female,Not Hispanic,159,1,15,2024
Asian,Male,Not Hispanic,159,1,15,2024
Asian,Female,Not Hispanic,159,1,15,2024
TOM,Male,Not Hispanic,159,2,15,2024
TOM,Female,Not Hispanic,159,2,15,2024
White,Male,Hispanic,159,1,15,2024
White,Female,Hispanic,159,2,15,2024
White,Male,Not Hispanic,159,243,16,2024
White,Female,Not Hispanic,159,287,16,2024
Black,Male,Not Hispanic,159,1,16,2024
AIAN,Male,Not Hispanic,159,1,16,2024
AIAN,Female,Not Hispanic,159,1,16,2024
Asian,Male,Not Hispanic,159,2,16,2024
Asian,Female,Not Hispanic,159,4,16,2024
TOM,Male,Not Hispanic,159,5,16,2024
TOM,Female,Not Hispanic,159,4,16,2024
White,Male,Hispanic,159,2,16,2024
White,Female,Hispanic,159,1,16,2024
